afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,0,0,1,0,0,0,0,0,0,0,0,53,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,66,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,80,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.63,36.7,3,4.42,15.91,7,29895.89,1,118.1,8,312,166,25,82.88,46.18,0,1,0,0,1,0,8,0,0.55,3.88,4.43,31,35.42,1661,65,1878.98
0,0.09,32.93,1,1,3.63,1,955.69,1,72.73,2,61,65,9,95.03,62.1,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,53,20,263.64
0,0,0,1,0,0,0,0,0,0,0,0,27,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.31,41.04,2,1.33,11.66,2,10753.31,1,79.13,2,170,88,22,90.73,49.69,0,1,0,0,1,0,4,0,0.33,1.5,1.83,6,7.33,597,43,922.47
0,0.69,36.08,4,3.63,13.22,7,27557.2,1,157.7,7,327,181,36,78.35,42.27,0,1,0,0,1,0,7,0,0.52,5.57,6.09,39,42.63,1531,83,2084.64
0,0.09,32.93,1,1,3.63,1,955.69,1,72.73,2,61,65,9,95.03,62.1,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,53,20,263.64
0,0,0,1,0,0,0,0,0,0,0,0,60,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.41,38.38,4,3.17,11.09,5,13692.67,1,111.32,2,205,116,24,86.09,47.71,0,1,0,0,1,0,4,0,0.79,3.5,4.29,14,17.17,761,65,1234.59
0,0.56,36.56,10,3.33,15.6,5,26081.91,1,107.17,2,266,132,24,82.54,45.98,0,1,0,0,1,0,4,0,0.83,2.5,3.33,10,13.33,1449,78,1671.92
0,0.13,38.99,1,1.5,4.46,3,1801.57,1,90.4,2,80,60,9,99.79,60.8,0,1,0,0,1,0,3,0,0.5,1,1.5,3,4.5,100,33,403.55
0,0.51,36.89,6,3.33,12.66,5,19415.14,1,121.16,2,247,129,24,83.67,46.78,0,1,0,0,1,0,4,0,0.83,2.5,3.33,10,13.33,1079,74,1533.73
0,0.12,30.18,1,1,4.93,1,1781.3,1,73.19,2,85,80,13,87.84,57.66,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,99,19,361.07
0,1.72,31.82,15,4.03,24.47,11,126382.3,1,211.1,2,744,363,71,63.42,31.6,1,1,0,0,1,0,12,1,0.34,6.58,6.92,79,83.03,7021,123,5165.23
0,0.07,43.36,2,1.83,3.88,3,827.77,1,55.13,1,46,61,8,107.08,63.72,0,1,0,0,1,0,2,0,0.92,2.5,3.42,5,6.83,46,25,213.62
0,1.3,34.88,13,6.25,21.24,9,82794.53,1,183.54,2,556,306,65,68.44,33.56,0,1,0,0,1,0,7,0,0.89,10.86,11.75,76,82.25,4600,129,3898.24
